FVAAL,DFAL,FGSM-No-Adv,DFAL-No-Adv,DFAL+FV-Adv,DFAL+FGSM-Adv,BADGE+FV-Adv,BADGE+FGSM-Adv,BADGE,Random+FV-Adv,Random+FGSM-Adv,Random
0.4709999859333038,0.4099999964237213,0.3750999867916107,0.3639000058174133,0.414900004863739,0.4817000031471252,0.6083999872207642,0.5859000086784363,0.5473999977111816,0.6319000124931335,0.636900007724762,0.4415999948978424
0.6589999794960022,0.6036999821662903,0.560699999332428,0.5907999873161316,0.5881999731063843,0.666700005531311,0.6967999935150146,0.7261999845504761,0.5942000150680542,0.6571999788284302,0.6606000065803528,0.57669997215271
0.708899974822998,0.6463000178337097,0.6442000269889832,0.6283000111579895,0.6287999749183655,0.6804999709129333,0.7283999919891357,0.7257000207901001,0.6557999849319458,0.6995000243186951,0.6909000277519226,0.6722999811172485
0.7290999889373779,0.6439999938011169,0.6984999775886536,0.6723999977111816,0.6560999751091003,0.7358999848365784,0.7526000142097473,0.7462999820709229,0.6728000044822693,0.7206000089645386,0.7099000215530396,0.682699978351593
0.739799976348877,0.7102000117301941,0.7214999794960022,0.7225000262260437,0.6704999804496765,0.7577999830245972,0.7734000086784363,0.7648000121116638,0.7089999914169312,0.728600025177002,0.7390999794006348,0.7106000185012817
0.7642999887466431,0.7297000288963318,0.7315999865531921,0.733299970626831,0.7213000059127808,0.7663000226020813,0.765500009059906,0.7746999859809875,0.7247999906539917,0.7422000169754028,0.7472000122070312,0.7185999751091003
0.7698000073432922,0.7364000082015991,0.7401000261306763,0.7440000176429749,0.7595999836921692,0.7893999814987183,0.7786999940872192,0.7875000238418579,0.7432000041007996,0.7462999820709229,0.7558000087738037,0.7319999933242798
0.7850000262260437,0.7416999936103821,0.7602999806404114,0.7576000094413757,0.7717000246047974,0.794700026512146,0.7914999723434448,0.7876999974250793,0.7378000020980835,0.7587000131607056,0.754800021648407,0.7407000064849854
0.777999997138977,0.7559000253677368,0.7529000043869019,0.7476999759674072,0.7803000211715698,0.7922999858856201,0.7940000295639038,0.7961000204086304,0.7339000105857849,0.7688999772071838,0.7692999839782715,0.7376000285148621
0.7858999967575073,0.7764999866485596,0.7727000117301941,0.7656999826431274,0.7846999764442444,0.7835000157356262,0.796500027179718,0.7926999926567078,0.7555999755859375,0.7663999795913696,0.7649999856948853,0.7508000135421753
0.7918000221252441,0.7555000185966492,0.7797999978065491,0.7688999772071838,0.7953000068664551,0.7870000004768372,0.7993000149726868,0.7910000085830688,0.7620000243186951,0.7750999927520752,0.7649999856948853,0.7585999965667725
0.7989000082015991,0.7696999907493591,0.7857000231742859,0.7605999708175659,0.7907999753952026,0.7932999730110168,0.7975000143051147,0.784500002861023,0.7538999915122986,0.7878000140190125,0.770799994468689,0.7479000091552734
0.8015000224113464,0.7795000076293945,0.7807000279426575,0.77920001745224,0.7972000241279602,0.7893000245094299,0.8061000108718872,0.7962999939918518,0.7621999979019165,0.7875000238418579,0.7825999855995178,0.7635999917984009
0.8046000003814697,0.7932000160217285,0.7706000208854675,0.7856000065803528,0.8021000027656555,0.8039000034332275,0.8033000230789185,0.7937999963760376,0.7635999917984009,0.7792999744415283,0.782800018787384,0.7562999725341797
0.8069000244140625,0.7907000184059143,0.7781000137329102,0.7904999852180481,0.8050000071525574,0.8062000274658203,0.8036999702453613,0.8003000020980835,0.7605000138282776,0.7932000160217285,0.7864000201225281,0.7508999705314636
0.8123999834060669,0.8026999831199646,0.7882000207901001,0.795199990272522,0.8046000003814697,0.8046000003814697,0.8054999709129333,0.8047000169754028,0.769599974155426,0.795799970626831,0.786899983882904,0.7646999955177307
0.8073999881744385,0.7986999750137329,0.7821999788284302,0.7750999927520752,0.805400013923645,0.807200014591217,0.8077999949455261,0.805400013923645,0.7682999968528748,0.794700026512146,0.7890999913215637,0.7822999954223633
0.8127999901771545,0.7804999947547913,0.7688999772071838,0.7858999967575073,0.8108999729156494,0.8116999864578247,0.8066999912261963,0.8050000071525574,0.7796000242233276,0.7989000082015991,0.7893000245094299,0.7732999920845032
0.8188999891281128,0.8011999726295471,0.7937999963760376,0.7994999885559082,0.8083000183105469,0.8019000291824341,0.8113999962806702,0.7980999946594238,0.7827000021934509,0.7982000112533569,0.7918999791145325,0.7731000185012817
0.8131999969482422,0.7986000180244446,0.7807999849319458,0.7760999798774719,0.8137999773025513,0.805400013923645,0.8154000043869019,0.8116000294685364,0.7839999794960022,0.8026999831199646,0.7950000166893005,0.7778000235557556
