FGSM_w_samples_10,FGSM_bounded_10,DFAL,DFAL_w_samples_10,badge,coreset,coreset_w_samples_10,badge_w_samples_10,rand,rand_w_samples_10,FVAAL_rand_w_samples_10,DFAL_FGSM_bounded_10,badge_FGSM_bounded_10,rand_FGSM_bounded_10,FGSM_0,DFAL_0
0.7988200068473816,0.7940199851989747,0.7830600023269654,0.7963200092315674,0.755239999294281,0.6326599955558777,0.6452800035476685,0.7971199989318848,0.7539599895477295,0.7810799956321717,0.7942000031471252,0.7905399918556213,0.7877400040626525,0.7729600071907043,0.7597799897193909,0.7630599975585938
0.8034799933433533,0.8001000046730041,0.7886000037193298,0.7966400027275086,0.759440004825592,0.6359599947929382,0.6436599969863892,0.8043599963188172,0.7529399991035461,0.7850999951362609,0.7997399926185608,0.7979399919509887,0.7931400060653686,0.7769799947738647,0.7704400062561035,0.7662799835205079
0.8045600056648254,0.8008599996566772,0.7944200038909912,0.7989400148391723,0.7554400086402893,0.6360999941825867,0.637339997291565,0.806879997253418,0.7615200042724609,0.7892000198364257,0.8017599940299988,0.800380003452301,0.7973199963569642,0.7873400092124939,0.7658599972724914,0.7732200026512146
0.8037600040435791,0.7991999983787537,0.7909000039100647,0.80246000289917,0.7650200009346009,0.6439799904823303,0.6502599954605103,0.8078800082206726,0.7496600031852723,0.7879999995231628,0.8043799996376038,0.8030600070953369,0.797380006313324,0.7847800016403198,0.7712800025939941,0.7795599937438965
0.8080399990081787,0.8046000003814697,0.800920021533966,0.8048799991607666,0.7678400039672851,0.6554000020027161,0.6470999956130982,0.8102200031280518,0.7558199882507324,0.791979992389679,0.8056000113487244,0.8095000147819519,0.8027200102806091,0.789840018749237,0.778659999370575,0.7874600052833557
0.8120599865913392,0.8028400063514709,0.8063399910926818,0.8073799967765808,0.7736799955368042,0.637339997291565,0.6530200004577636,0.8120800018310547,0.7612800002098083,0.7968799948692322,0.8090200066566468,0.8056800127029419,0.8046200037002563,0.7865999937057495,0.781659996509552,0.7894000053405762
0.8118000030517578,0.8090999960899353,0.8024199962615967,0.810479998588562,0.7781799912452698,0.6672399997711181,0.6597200036048889,0.8121000051498413,0.7729200124740601,0.7947000026702881,0.8078200101852417,0.8061600089073181,0.8063199996948243,0.7944000124931335,0.7794600009918213,0.7851200103759766
0.8132399916648865,0.8051800012588501,0.7999399900436401,0.8120200037956238,0.7780800104141236,0.6679799914360046,0.660259997844696,0.813699996471405,0.7692600011825561,0.7994000077247619,0.8078400015830993,0.80867999792099,0.8057400107383728,0.7942199945449829,0.7803999900817871,0.7903799891471863
0.8155600070953369,0.8096799969673156,0.8102800011634826,0.8139600157737732,0.7821799993515015,0.6652400016784668,0.6771200060844421,0.8163399815559387,0.7777600169181824,0.7992599964141845,0.81288001537323,0.8107400178909302,0.8085599899291992,0.7959399938583374,0.7918799996376038,0.7856199860572814
0.8160799980163574,0.8124800086021423,0.8079400062561035,0.8150399923324585,0.78121999502182,0.6703799962997437,0.6756399989128112,0.8180599927902221,0.7803200125694275,0.8009000182151794,0.8153199911117553,0.8067999958992005,0.8112200021743774,0.7963199973106384,0.79235999584198,0.7922199964523315
