FVAAL,DFAL,FGSM-No-Adv,DFAL-No-Adv,DFAL+FV-Adv,DFAL+FGSM-Adv,BADGE+FV-Adv,BADGE+FGSM-Adv,BADGE,Random+FV-Adv,Random+FGSM-Adv,Random
0.2791999876499176,0.2973000109195709,0.2867000102996826,0.2682999968528747,0.2924000024795532,0.2513000071048736,0.2985999882221222,0.26460000872612,0.3066999912261963,0.3138999938964844,0.2567999958992004,0.2903000116348266
0.3264999985694885,0.3217000067234039,0.3237999975681305,0.2892000079154968,0.3116999864578247,0.3043000102043152,0.3048999905586242,0.2964000105857849,0.3177999854087829,0.3217999935150146,0.3149999976158142,0.3061999976634979
0.3328000009059906,0.3388000130653381,0.3282999992370605,0.3233000040054321,0.3177999854087829,0.3262999951839447,0.3384999930858612,0.3084999918937683,0.3445000052452087,0.3361999988555908,0.3242999911308288,0.3481000065803528
0.350600004196167,0.3528999984264374,0.3564999997615814,0.3285999894142151,0.3479000031948089,0.3420000076293945,0.3664999902248382,0.325300008058548,0.3560999929904938,0.3585000038146972,0.3269000053405761,0.3413000106811523
0.3556999862194061,0.3544000089168548,0.3088000118732452,0.3434999883174896,0.3246000111103058,0.3323000073432922,0.3589000105857849,0.3393000066280365,0.3610000014305115,0.3673999905586242,0.3513000011444092,0.3456999957561493
0.3664999902248382,0.340499997138977,0.3409999907016754,0.3264999985694885,0.3662999868392944,0.3535000085830688,0.3556999862194061,0.3567999899387359,0.3343000113964081,0.3727000057697296,0.3535999953746795,0.3503000140190124
0.3513000011444092,0.3709999918937683,0.3612000048160553,0.3490999937057495,0.3788999915122986,0.3619999885559082,0.3689000010490417,0.3677000105381012,0.3673999905586242,0.3673000037670135,0.3675000071525574,0.3571000099182129
0.3736999928951263,0.3720999956130981,0.3639000058174133,0.3529999852180481,0.3837000131607055,0.3684000074863434,0.375900000333786,0.359499990940094,0.3251000046730041,0.3826999962329864,0.3686999976634979,0.3226000070571899
0.3689999878406524,0.3585000038146972,0.366100013256073,0.3555000126361847,0.3772999942302704,0.3456999957561493,0.3817999958992004,0.3495000004768371,0.365799993276596,0.3887999951839447,0.3646000027656555,0.3434000015258789
0.3864000141620636,0.3713999986648559,0.3747999966144562,0.3562000095844269,0.3869000077247619,0.3571999967098236,0.3790000081062317,0.3328999876976013,0.3486999869346618,0.3718000054359436,0.3562000095844269,0.3691000044345855
0.3860000073909759,0.3867000043392181,0.3583999872207641,0.3605999946594238,0.386599987745285,0.3610999882221222,0.3840000033378601,0.354200005531311,0.3601999878883362,0.3980999886989593,0.3727000057697296,0.3664999902248382
0.3698999881744385,0.3943000137805938,0.3655000030994415,0.3635999858379364,0.3910999894142151,0.3851000070571899,0.3898999989032745,0.361299991607666,0.3781999945640564,0.3950999975204468,0.3707000017166137,0.3652999997138977
0.3705999851226806,0.3935999870300293,0.3759999871253967,0.3774999976158142,0.392300009727478,0.3783000111579895,0.3910999894142151,0.3449999988079071,0.3840000033378601,0.3876999914646148,0.380400002002716,0.3957999944686889
0.3876999914646148,0.3921000063419342,0.375900000333786,0.3833999931812286,0.3952000141143799,0.3749000132083893,0.4052999913692474,0.3871999979019165,0.3639000058174133,0.3970000147819519,0.3650000095367431,0.3761999905109405
0.3844999969005584,0.3865000009536743,0.3813000023365021,0.3903000056743622,0.4056000113487243,0.3594000041484833,0.3871000111103058,0.3553999960422516,0.3736999928951263,0.3714999854564667,0.3955000042915344,0.3858999907970428
0.3885999917984009,0.3917999863624573,0.375,0.3655000030994415,0.3869999945163727,0.3847000002861023,0.3998999893665313,0.3632000088691711,0.3853999972343445,0.4023000001907348,0.380400002002716,0.3781000077724457
0.3844000101089477,0.3878999948501587,0.3849000036716461,0.3695000112056732,0.3831000030040741,0.3885000050067901,0.4061000049114227,0.3802999854087829,0.3894999921321869,0.4113999903202057,0.3919999897480011,0.38960000872612
0.3835000097751617,0.3828000128269195,0.3731000125408172,0.3831999897956848,0.4036999940872192,0.3781999945640564,0.3973000049591064,0.3655000030994415,0.3970000147819519,0.4137000143527984,0.3824000060558319,0.3582000136375427
0.393200010061264,0.3953999876976013,0.37950000166893,0.3729000091552734,0.4111000001430511,0.4013000130653381,0.4242999851703644,0.3889999985694885,0.3919999897480011,0.4183999896049499,0.3910000026226043,0.3837999999523163
0.4077000021934509,0.3980000019073486,0.3840999901294708,0.3889999985694885,0.3962999880313873,0.3749000132083893,0.4013000130653381,0.375900000333786,0.3892000019550323,0.4050999879837036,0.3871999979019165,0.3970000147819519
