FGSM_w_samples_10,FGSM_bounded_10,DFAL,DFAL_w_samples_10,badge,coreset,coreset_w_samples_10,badge_w_samples_10,rand,rand_w_samples_10,FVAAL_rand_w_samples_10,DFAL_FGSM_bounded_10,badge_FGSM_bounded_10,rand_FGSM_bounded_10,FGSM_0,DFAL_0
0.5924399971961976,0.5929000020027161,0.4554600059986115,0.5687399983406067,0.45515999794006345,0.4153600037097931,0.3838599920272827,0.645359992980957,0.47522000074386594,0.6083600044250488,0.6222399950027466,0.5620599985122681,0.6266600012779235,0.6123199939727784,0.44244000911712644,0.43302000761032106
0.7398800015449524,0.7540399909019471,0.677400004863739,0.7422199845314026,0.5915199995040894,0.48234000205993655,0.47589999437332153,0.7679399967193603,0.5817600131034851,0.7238200187683106,0.7342800021171569,0.7338199973106384,0.7427999973297119,0.7330600023269653,0.6227200031280518,0.5947999835014344
0.8007200002670288,0.8063599944114686,0.7624000072479248,0.7906000137329101,0.716159987449646,0.5582800030708313,0.5472000002861023,0.8126999974250794,0.6950400114059448,0.7662999987602234,0.7907599925994873,0.8003399968147278,0.8010199904441834,0.7888600111007691,0.715499997138977,0.725059986114502
0.8324000000953674,0.8362800002098083,0.8131399869918823,0.8228000044822693,0.7611999988555909,0.5960600137710571,0.5724199891090394,0.8391800045967102,0.7441199898719788,0.7974400043487548,0.8167399883270263,0.8360999941825866,0.833240008354187,0.8078200101852417,0.7728200078010559,0.775600004196167
0.8500600099563599,0.8558199882507325,0.8286800026893616,0.8424000024795533,0.7978600025177002,0.6364799976348877,0.6094599962234497,0.8499400019645691,0.7741999983787536,0.8144999980926514,0.8408400058746338,0.8531800150871277,0.8519199848175049,0.834440004825592,0.8004599928855896,0.8108600020408631
0.8629199981689453,0.8642599940299988,0.8453999996185303,0.8601199984550476,0.8147000074386597,0.6437999963760376,0.6286800026893615,0.8623999953269958,0.796019995212555,0.8291800141334533,0.853380000591278,0.8707000017166138,0.8577799916267395,0.8459400057792663,0.825980007648468,0.8307399988174439
0.8743000030517578,0.8728799939155578,0.8602800011634827,0.8679800033569336,0.8328400015830993,0.6626799941062927,0.6451200008392334,0.8749400019645691,0.8090199947357177,0.837940001487732,0.8640799999237061,0.8737800002098084,0.8718199849128723,0.8555799961090088,0.8458199858665466,0.8462200164794922
0.8825800061225891,0.8775800228118896,0.8741600155830384,0.876419997215271,0.8442000031471253,0.675600004196167,0.6575999855995178,0.882039999961853,0.8210000038146973,0.8449399948120118,0.8702200055122375,0.8820800065994263,0.8759200096130371,0.8624199867248535,0.8584200024604798,0.85485999584198
0.8870400071144104,0.8851599931716919,0.8756999969482422,0.8832599997520447,0.8472200036048889,0.6730999946594238,0.6495999932289124,0.886519992351532,0.8267200112342834,0.8555399894714355,0.8753400087356568,0.8887200117111206,0.8839800000190735,0.8660799980163574,0.8577399849891663,0.8621399998664856
0.8949599981307983,0.8881400108337403,0.8861199975013733,0.890720009803772,0.8623200058937073,0.6829800009727478,0.6651400089263916,0.8899600028991699,0.8402000188827514,0.8600199937820434,0.8803400039672852,0.8944199919700623,0.8911999940872193,0.8712400078773499,0.8711399912834168,0.8754999995231628
0.9011200070381165,0.8941200017929077,0.8939599990844727,0.8952399969100953,0.8690200090408325,0.685479998588562,0.6684200048446656,0.8944000005722046,0.8468400001525879,0.8671199917793274,0.8853400111198425,0.8994200110435486,0.8960000038146972,0.8725399851799012,0.8789599895477295,0.8770000100135803
0.89896000623703,0.8968599915504456,0.8970399975776673,0.8971199989318848,0.8731400012969971,0.6957799911499023,0.6708999991416931,0.8978399872779846,0.8542399883270264,0.8672199964523315,0.89028000831604,0.9025999903678894,0.9019800066947937,0.8774399995803833,0.8840199947357178,0.8847200036048889
0.9035600066184998,0.901639997959137,0.9010599970817565,0.9026000022888183,0.8747200012207031,0.7063599944114685,0.6751200079917907,0.902019989490509,0.858459985256195,0.8723800182342529,0.8944200038909912,0.9060199975967407,0.902020001411438,0.8823000073432923,0.8874799847602844,0.8870200037956237
0.9054199934005738,0.9068199992179871,0.9026599884033203,0.9070600032806396,0.8797600030899048,0.7151000022888183,0.685860013961792,0.9041400074958801,0.8634600043296814,0.8757999897003174,0.896720004081726,0.9097800135612488,0.9055799841880798,0.8841599941253662,0.8916600108146667,0.8914199829101562
0.9094599962234498,0.9095999956130981,0.9059000015258789,0.9093999862670898,0.8826599955558777,0.7199000120162964,0.70103999376297,0.9053799986839295,0.8679400086402893,0.8787000060081482,0.8993000030517578,0.9107999920845031,0.9052600026130676,0.8870800018310547,0.8936599969863892,0.8929800152778625
0.9129799962043762,0.913480007648468,0.9079400062561035,0.9116400003433227,0.8842200040817261,0.7269599914550782,0.6990800023078918,0.9103600025177002,0.8708999872207641,0.8801600098609924,0.9030200004577636,0.9123600125312805,0.9118799924850464,0.8904000043869018,0.8976600050926209,0.8974200010299682
0.9146399855613708,0.9160600066184997,0.9090999960899353,0.9154400110244751,0.8873999953269959,0.7252999901771545,0.717520010471344,0.9113600015640259,0.8738199949264527,0.8831799983978271,0.9037600040435791,0.915779995918274,0.9146599769592285,0.8911999940872193,0.8983399987220764,0.8992199897766113
0.9169999957084656,0.9148199915885925,0.9133600115776062,0.9150600075721741,0.8890600085258484,0.7290600061416626,0.7043400049209595,0.9128000020980835,0.8726400017738343,0.8863999962806701,0.906880009174347,0.9201399922370911,0.9109999775886536,0.8926399946212769,0.9011000037193299,0.8995200037956238
0.9205800056457519,0.9172599911689758,0.9141000032424926,0.9182399988174439,0.8923799872398377,0.7376399993896484,0.7065200090408326,0.9163800120353699,0.8774200081825256,0.8862200021743775,0.9080000042915344,0.9168400049209595,0.9157599925994873,0.8953800082206727,0.9034800052642822,0.9023599982261657
0.9226800084114075,0.9202000141143799,0.9151199936866761,0.9196599960327149,0.8949599981307983,0.7452399969100952,0.7153200030326843,0.9194599986076355,0.8796599984169007,0.8918600082397461,0.9100799918174743,0.9201200008392334,0.9161400079727173,0.8974200010299682,0.9078400135040283,0.9049399971961976
