FVAAL,DFAL,FGSM-No-Adv,DFAL-No-Adv,DFAL+FV-Adv,DFAL+FGSM-Adv,BADGE+FV-Adv,BADGE+FGSM-Adv,BADGE,Random+FV-Adv,Random+FGSM-Adv,Random
0.6299999952316284,0.4776000082492828,0.5235000252723694,0.5425000190734863,0.6046000123023987,0.640500009059906,0.7010999917984009,0.630299985408783,0.505299985408783,0.6380000114440918,0.6290000081062317,0.5049999952316284
0.7720000147819519,0.7305999994277954,0.6837000250816345,0.6298999786376953,0.7493000030517578,0.7670999765396118,0.7714999914169312,0.7531999945640564,0.6389999985694885,0.7731000185012817,0.7150999903678894,0.6676999926567078
0.7932000160217285,0.77920001745224,0.7541000247001648,0.743399977684021,0.7890999913215637,0.8299000263214111,0.8176000118255615,0.8090000152587891,0.7559999823570251,0.7958999872207642,0.7864000201225281,0.7440000176429749
0.8364999890327454,0.8278999924659729,0.8037999868392944,0.7829999923706055,0.8188999891281128,0.8460999727249146,0.8456000089645386,0.8342000246047974,0.7879999876022339,0.8105999827384949,0.8084999918937683,0.7598999738693237
0.8560000061988831,0.8349999785423279,0.8037999868392944,0.8115000128746033,0.8475000262260437,0.8669000267982483,0.8449000120162964,0.8543999791145325,0.826200008392334,0.8338000178337097,0.8317000269889832,0.7949000000953674
0.8676999807357788,0.8409000039100647,0.8378000259399414,0.8425999879837036,0.8679999709129333,0.8784999847412109,0.8677999973297119,0.8615999817848206,0.836899995803833,0.8463000059127808,0.8378999829292297,0.8136000037193298
0.8787000179290771,0.8597000241279602,0.8546000123023987,0.8528000116348267,0.8695999979972839,0.8830000162124634,0.8773999810218811,0.8683000206947327,0.8402000069618225,0.8482000231742859,0.8557999730110168,0.8184000253677368
0.8838000297546387,0.873199999332428,0.8618999719619751,0.8568999767303467,0.8743000030517578,0.8866000175476074,0.8809999823570251,0.8744999766349792,0.8539000153541565,0.8514000177383423,0.8569999933242798,0.8216000199317932
0.8866999745368958,0.8812999725341797,0.8654999732971191,0.8711000084877014,0.8798999786376953,0.8988999724388123,0.8873999714851379,0.8939999938011169,0.8575999736785889,0.8654999732971191,0.8614000082015991,0.8313000202178955
0.8981999754905701,0.8855000138282776,0.8754000067710876,0.8779000043869019,0.888700008392334,0.8978999853134155,0.892300009727478,0.8878999948501587,0.8719000220298767,0.8658000230789185,0.8662999868392944,0.8431000113487244
0.9075999855995178,0.8968999981880188,0.8794999718666077,0.8779000043869019,0.891700029373169,0.901300013065338,0.8974000215530396,0.8978999853134155,0.8725000023841858,0.8698999881744385,0.864799976348877,0.8519999980926514
0.9052000045776368,0.900600016117096,0.8855999708175659,0.8877000212669373,0.8955000042915344,0.9057999849319458,0.9004999995231628,0.9056000113487244,0.8755000233650208,0.8702999949455261,0.8707000017166138,0.8550999760627747
0.9035000205039978,0.9004999995231628,0.8906999826431274,0.8920000195503235,0.9027000069618224,0.9072999954223632,0.903599977493286,0.9108999967575072,0.878000020980835,0.8741000294685364,0.8711000084877014,0.8585000038146973
0.9053000211715698,0.9031999707221984,0.8988000154495239,0.8914999961853027,0.9053000211715698,0.9118000268936156,0.9045000076293944,0.9072999954223632,0.8794999718666077,0.8815000057220459,0.8772000074386597,0.8655999898910522
0.9089999794960022,0.9061999917030334,0.8977000117301941,0.8962000012397766,0.9077000021934508,0.914799988269806,0.9096999764442444,0.9089999794960022,0.8791999816894531,0.885200023651123,0.8772000074386597,0.8693000078201294
0.9093000292778016,0.9075000286102296,0.8999000191688538,0.8996999859809875,0.9103999733924866,0.9186000227928162,0.9082000255584716,0.91729998588562,0.885699987411499,0.885699987411499,0.8819000124931335,0.8705999851226807
0.9128999710083008,0.9086999893188475,0.8960999846458435,0.9014999866485596,0.9093000292778016,0.9189000129699708,0.9067999720573424,0.9164999723434448,0.8835999965667725,0.8899000287055969,0.8865000009536743,0.8733999729156494
0.914799988269806,0.9118000268936156,0.9028000235557556,0.9038000106811525,0.9164000153541564,0.9182000160217284,0.910700023174286,0.9146999716758728,0.8888000249862671,0.8939999938011169,0.8899999856948853,0.8773999810218811
0.9138000011444092,0.9132999777793884,0.9014999866485596,0.9032999873161316,0.9174000024795532,0.91839998960495,0.9154000282287598,0.9117000102996826,0.8974999785423279,0.8913999795913696,0.8928999900817871,0.878600001335144
0.9193000197410583,0.916800022125244,0.9039000272750854,0.9079999923706056,0.9164999723434448,0.921500027179718,0.9218999743461608,0.9140999913215636,0.8981000185012817,0.8949000239372253,0.8928999900817871,0.8831999897956848
